user_id,item_id,rating,review_text,timestamp
u_0001,i_2154,4.0,"I am an amateur, but am trying to get better at editing my photos (i.e. post processing).  I recently purchased a [[ASIN:B005IHAIJ8 Sony NEX-5N]] and was using the Sony RAW converter (v4) for the first few weeks.  While is does a pretty good job, I quickly realized that I would need a slightly more comprehensive editing package to get them where I ultimately wanted them and to remove imperfections and blemishes.  It seems that PSP can make changes to a Sony RAW file, but it cannot save it back to ARW or even to RAW format (it saved an 'empty' file).  You have to export it to JPG right then.  Given this limitation, I will still be using Sony's RAW converter and use this for further editing.  Furthermore, I think most photographers would recommend that you use the manufacturers RAW converter for best results.<br /><br />The software is laid out well and I can quickly go from browsing photos to editing and back again.  There are also many filters and effects that are easily applied with the click of a button.  NIK Color Efex Pro 3.0 is really great with alot of filters that are adjustable.  The filters in PSP are not adjustable, so the ability to tweak them in Efex is really nice.  I have not found alot of use for FaceFilter Studio 2 as you can do much of the color and skin tone adjustments in PSP.  This is supposed to allow you to tweak facial expressions, but it does not let you zoom into faces in order to place the markers.  It basically needs to be a close up of someones face only to get them placed properly.  Seems pointless.  At any rate, the rest of the features are worth it to me.<br /><br />I am running this on a laptop with Windows 8, a Core i5-3210M processor and 8 GB of ram and it does fine.  You could get by with 4 GB from looking at my resources when editing.  For the price (I paid $32 on a BF deal through Corel), this is a great value and I will get much use from it!",1354658359000
u_0001,i_2814,5.0,"I have both previous Quells and love this puzzle style. I initially thought $2 was a little steep but im glad I bought it! I first thought the first few levels were too easy like the original, but later found out that I was supposed to find a gem on each level too, so I went back. Then I discovered secret levels, oh man!  And then hidden time pieces on the hidden levels, oh goody!  It engages you only like Quell can and they added enough to keep it fresh...  pick this one up!",1371092864000
u_0001,i_3281,4.0,"I don't need a lot of bells and whistles that you might get with Photoshop.  My primary need is to have the ability to use layers and to make selective edits.  While X5 did those things, it was S-L-O-W (so much so that I stopped using it).  Granted I am running this on a laptop, but I've got to work with what I've got.  Its a newer laptop with an i5 processor and 8 gb of ram so its not bargain basement, but not top of the line either.  The new X6 is noticeably quicker.  It still takes a few minutes to load the program, but working on photos is much quicker.<br /><br />For example, I sometimes stack photos varying the focal plane and then erase out of focus portions of other photos to end up with a sharp photo 'front to back' (AKA focus stacking or focus blending).  In X5, erasing was extremely laggy... I would have to make a stroke and then wait a few seconds for it to actually happen.  It was too laggy to be worth doing it.  In X6, the edits happen as I do them (as they should), so now I will be able to implement this technique on more photos.  Note that the photos I work on are TIF format, so they are large.  You may not have issues in X5 working with compressed jpegs.<br /><br />Another nice thing is that I recently purchased the NIK collection plugins for Lightroom and I was able to load them as plugins for PSP as well.  One thing is you might have issues with Color Efex and Silver Efex, but there is a script you can download that will enable them to work.  Google ""Workaround for Nik Plugins on PSP X6"" to find them.<br /><br />All in all, the capabilities that you have with X6 is an extreme bang for the buck and was worth it for me to upgrade from X5 to X6 just so I will be able to use it more!<br /><br />Note to new photographers:  If you work with RAW files, you may still want to consider getting lightroom (student/teacher version is affordable... I know you have at least one teacher friend!) as it is much more streamlined for quickly working through your shoot and making basic edits.  You can make your changes without having to convert all your RAW files.  Then, for those few that need more advanced editing, you can launch PSP from LR by right clicking and selecting ""edit in..."" and selecting PSP (you have to set the path in preferences), which will convert your RAW to a TIF and open it in X6.  You may also want to consider adding NIK (search internet for 15% off coupon code) for cool filter effects and stunning black and whites.  There's your trifecta!<br /><br />P.S. I did the download version and everything installed fine.  I started with PSPX6 and then installed the plugins one at a time.  Also, I'm running windows 8 and there were no issues there either.",1388669052000
u_0001,i_4145,5.0,"The concept is simple, but its not a brainless game. It makes you think, but not so much thats its frustrating ;-)  Great game to kill time. For a simple game, it's very polished and smooth. I like how it's tracks achievements too.  If you like sudoku, you'll like this.",1411744577000
u_0001,i_3420,5.0,"I already have a notepad that stores photos, but i prefer this for more &#34;utilitarian&#34; type tasks (scanning receipts, business cards, email and phone lists, etc) and use the other for casual use.  Of course, this uses your camera to capture the document and does not change the physical properties of your phone (transform it into a flatbed scanner or convert your screen to a capture device), so your camera resolution may play a role in its effectiveness.  Most android phones made in the past 3 or 4 years should perform fine (~3-5mp).  Use in a well lit area and try it with the flash on and off.  Some flashes will just turn the scan to pure white.  Works well!",1415976198000
u_0001,i_4972,4.0,"I have been using H&R Block tax software for years and it has always served me well.  This version is set up similar to previous years and I have been able to import information from previous tax returns to save time from having to re-enter information.<br /><br />The only snag was the install, but since I ran into a similar issue with last years copy, I knew what to do.  If the install fails, all you need to do is right click on the executable file and select ""Run as Administrator"" and it should install fine.  My account is already an administrator account, but I still have to do this to install this software for some reason.  All is fine now!",1420728531000
u_0002,i_3547,3.0,When I got it I played then I turned left Slender-Man was right there I'm telling you don't get it its two s Ray but it is a good game,1389758484000
u_0002,i_3594,4.0,The game is is like clash of clans I love it but it's hard especially if you don't have lots of troops because super strong guys attack my kingdom but all in all it good,1396476733000
u_0002,i_2802,5.0,Hahaha I like this it's awe,1413072260000
u_0002,i_3049,5.0,Awesome and funny and follow lol awesome,1416362087000
u_0002,i_5018,5.0,Buddyman said to me you watch YouTube to much andbibmsnsie,1419179617000
u_0002,i_4531,5.0,With out the infrared mode I couldn't do the lungshot,1420139018000
u_0002,i_4860,4.0,Please get rid of the bad language because what if 10 year olds play this?,1420177758000
u_0002,i_4704,5.0,When I'm doing nothing I like to read and make origami this teaches a lout,1420852763000
u_0002,i_5092,5.0,Hilarious lo XD,1422407981000
u_0002,i_5139,5.0,This disserevs five stars all other pixelmon games were complete failures but this is great,1437452830000
u_0003,i_3535,4.0,"Moves at a good pace, and with more than one mode to play, it stays interesting.  Increasing the numbers of items used to make the sandwiches, ect, increases the challenge!  Really worth playing.",1395259482000
u_0003,i_4022,5.0,"colorful with great graphics and cute little pet soundss<br />becomes more challenging as it progresses,  stays interesting.  fun for both kids and adults.",1415582369000
u_0003,i_4645,4.0,"Has great graphics beautiful colors,  plays well, no trouble so far.",1426473226000
u_0003,i_4912,5.0,Highly addictive! I could play this game all day if I had the time. Challenging without being so hard you give up. Love comparing my score to my friends. Lots of fun!,1426473470000
u_0003,i_5770,1.0,"could not figure out how to use it.  what do you push to make colors appear?  I removed it from my kindle.  pictures are pretty, but, need a little bit of instructions.",1444264065000
u_0003,i_5325,5.0,"Fast paced, lots of fun.  Moves from one challenge to another.  keeps me interested.",1448836509000
u_0003,i_3974,2.0,wasn't what I was expecting.,1448836626000
u_0003,i_2392,4.0,"lots of fun!!!  Moves fast, challenging.",1467215201000
u_0003,i_2408,4.0,"real cute game, keeps me interested for a long time, more challenging as it progresses.",1467215280000
u_0003,i_3621,3.0,"good graphics, fun slots, worth a try.",1467215352000
u_0003,i_3339,5.0,Spent TOO much time playing it  : )  .  Lots of fun!!,1471107343000
u_0003,i_4770,1.0,"game kept locking up, was unable to play.",1473875995000
u_0004,i_6062,5.0,Thank you I like this game,1451493386000
u_0004,i_5621,5.0,I like this game and will enjoy this game,1451493906000
u_0004,i_1753,5.0,i went like the games,1451494800000
u_0004,i_0533,5.0,I like watch nbc thank you,1451494849000
u_0004,i_3028,5.0,I like enjoy play my pool games thank you,1451495112000
u_0004,i_0311,5.0,i like my ebay every single day,1451495258000
u_0004,i_2162,5.0,like my city adventure games,1451495534000
u_0004,i_2716,5.0,l like my hidden oject game thank you,1451495703000
u_0004,i_3380,5.0,Ilike mahjong game thank you,1451495861000
u_0004,i_3478,5.0,enjoy my world series of poker games,1451496321000
u_0004,i_0167,5.0,enjoy look zillow estates  thank you,1451497105000
u_0004,i_2615,5.0,enjoy watch abc thank you,1451497154000
u_0004,i_4290,5.0,enjoy play my csi hidden grimes games,1451497189000
u_0004,i_3862,5.0,enjoy fast food mania my games,1451497664000
u_0004,i_1142,5.0,enjoy my games delicious emily taste of fame,1451497780000
u_0004,i_2373,5.0,enjoy my games of delicious emily true love,1451497874000
u_0004,i_3204,5.0,enjoy my games delicious emily wonder wedding thank you,1451497995000
u_0004,i_0755,5.0,enjoy my games atari thank you,1451498050000
u_0004,i_0343,5.0,enjoy maqquest,1451498178000
u_0004,i_2247,5.0,enjoy my games of wheel of fortune,1451498217000
u_0004,i_3535,5.0,I will enjoy play my games of burger shop,1451498385000
u_0004,i_2018,5.0,enjoy my games of ranch rush 2 hd lite,1451498750000
u_0004,i_2395,5.0,enjoy my of wedding dash thank you,1451498927000
u_0004,i_0171,5.0,enjoy my games of tic tac toe free thank you,1451498977000
u_0004,i_2680,5.0,enjoy my games of poker live,1451499166000
u_0004,i_3720,5.0,enjoy calculator thank you,1451499323000
u_0004,i_1198,5.0,enjoy play my games of texas holdem poker,1451499392000
u_0004,i_3287,5.0,enjoy my games of deal or no deal,1451499564000
u_0004,i_5963,5.0,enjoy my games of delicious emily,1451499691000
u_0004,i_3837,5.0,enjoy my games of delicious emily honeymoon cruise,1451499745000
u_0005,i_0734,5.0,Great app. Works on both my smartphone and tablet!,1453775399000
u_0005,i_4373,5.0,"Excellent game! Realistic play, graphics are great and sounds are awe. Very happy with it, thanks!",1454770976000
u_0005,i_4534,5.0,Great game! I love it!,1454771256000
u_0005,i_3840,5.0,"Great game, I love it!",1454771279000
u_0005,i_5343,5.0,Great game! I love it!,1454771296000
u_0005,i_1689,5.0,Nice game! I'm impressed!,1454771336000
u_0005,i_5260,5.0,App works as it should for my gmail.,1454771358000
u_0005,i_1598,5.0,Great game! I love it!,1454771376000
u_0005,i_1893,5.0,Great game! I love it!,1454771407000
u_0005,i_4554,5.0,Great app. Does what it's supposed to.,1454771426000
u_0006,i_5257,4.0,Funny enjoyable game . For all ages.,1446225569000
u_0006,i_2560,4.0,"Good game, really enjoy playing it.",1446372123000
u_0006,i_5483,4.0,Really enjoying this game no problems (as yet),1450895791000
u_0006,i_5245,5.0,"Really sweet game, no problems as amethyst have to wait and see",1451847651000
u_0006,i_3771,3.0,"This is a good game and was really enjoying it, until I ran out of lives, only to find I have to wait 24hours before I can play again, what...........! Come on makers get a life, ( no pun intended) this is far to long, I would have have this game 5 stars but sorry  now only 3, you need to change waiting time .DISAPPOINTED",1451888096000
u_0006,i_5959,5.0,"Good game I am really enjoying it at moment, but let see how far it lets me go without joining Facebook, please please no face book, I recommend you try this",1452348237000
u_0006,i_3909,4.0,"Great game not as easy as it looks, make you think before your next move",1452687532000
u_0006,i_6308,4.0,"This game is so cute, build your own fish tank by solving puzzles great fun",1458138434000
u_0006,i_4801,5.0,"Really enjoying this game recommend it to all,",1458498442000
u_0006,i_6172,4.0,"This a good game easy to understand  good for all ages ,",1458827090000
u_0006,i_6427,5.0,Really good game cats are funny,1462447203000
u_0006,i_6347,5.0,This a very good game for all ages,1462629702000
u_0006,i_6001,4.0,Only just started to play this and enjoying it good fun,1462729752000
u_0006,i_1105,4.0,Good game harder than it looks try it,1466828598000
u_0006,i_2124,4.0,Fun little game great for all ages,1466828698000
u_0006,i_3958,4.0,"Love this game but if only they made easier to earn more notes, ( not coins you can get plenty of them ) it's work out quite expensive have in to buy to advance, I am a 60 year old woman and my hubby has had to put a child lock on to stop me keep spending, it's so easy to do , it's a shame  's its a very good game ,you need to make the rewards higher, great game just a tap expensive , would have given it five stars for sure but can not for that reason",1469635731000
u_0006,i_6680,5.0,"Just started this game and hooked already , different from your normal match three , gets the brain working , let's hope it carries on,",1477235450000
u_0006,i_6006,4.0,Great fun colourful have enjoyed playing carry on the good work,1481044608000
u_0006,i_3380,4.0,"Nice little game , tiles are pretty, music relaxing ,",1490465002000
u_0006,i_1522,4.0,"Great puzzles  great pictures , relaxing",1504284964694
u_0006,i_7075,5.0,Good fun amusing cats super cute for all ages,1505926318259
u_0006,i_7181,4.0,"Great game great monsters, love the gingerbread men",1505992221587
u_0006,i_7245,4.0,Great little game and cost nothing to play,1517597418974
u_0006,i_7300,4.0,Great fun game,1520943797539
u_0006,i_7574,5.0,Pretty game only been playing a little while but so far so good,1524505311317
u_0006,i_7522,4.0,Great little game colourful just wish you could earn crystals qiucker,1530716878094
u_0006,i_4421,4.0,"Nice elite game quite relaxing, lovely size tiles",1534005660516
u_0006,i_7282,4.0,"Love this game a lot ....... But once you finish the first level  in which you have to earn stars so many to unlock second leval which is neigh on impossible, shame because it a lovely game , would have given it give five stars but for that reason ,I got fed up playing and not being able to make enough stars to move on and I've tried for days 😕😕😕",1538843157739
u_0006,i_7836,5.0,Great fun the best yet love it,1539539335373
u_0006,i_7842,5.0,Good game different than the norm,1543947102500
u_0006,i_8128,4.0,Good game so far,1572975842432
u_0007,i_2198,5.0,I PLAYED THIS GAME ON MY KENDALL FIRE<br />  I HAD NO PROBLEMS AND THE GAME  IS FUN TO PLAY<br />I will stick with this company,1359030320000
u_0007,i_2220,5.0,"I PLAYED THIS GAME FOR HOURS AND AM STILL PLAYINGI IT.  I play on a kindle fire high definition.  It works with no problems. This is the third game I have played by this company,and they are well.worth the money",1359371983000
u_0007,i_2082,3.0,"This was a really cute game that kept me busy for hours. However, at night when I'm playing, it kept shouting off my game and saying it was downloading files  every few minutes. I finally had to delete it. I would have given it 5 stars if not for this issue.",1383992144000
u_0007,i_3185,5.0,"This is a great app for creative minds. You can play online or off which is also a plus. It works great o n my kindle fire HD. No ads,and few permissions is another plus. Ok recommend this app . It is worth the price.",1384359707000
u_0007,i_2126,5.0,I love this game. I can't put it down. It's fun dressing your avatars in different outfits and there are mini games that let you win gifts. I have had no problems on kindle fire hd.,1415891580000
u_0007,i_1555,1.0,Only had on kindle a few minutes and got a message saying virus detected. Took it off my kindle right away.,1418604363000
u_0007,i_0964,5.0,Good game. Can play offline which is a plus.,1418607679000
u_0007,i_3494,5.0,This is a good game plus you can play off line. I had trouble with it going a little slow but that seems to be fixed now.,1428060030000
u_0007,i_3958,5.0,Great game with game circle. I can't stop playing. No problems so far on kindle fire hd.,1428755345000
u_0007,i_4428,2.0,"I am quitting because, I have made purchases with my gift cards since the game began and now they are blocking me from purchases without a credit card. I don't use credit cards. Therefore I rate this game low.",1451693395000
u_0008,i_1346,1.0,"I couldn't get it to work, kept freezing up on me.",1420902973000
u_0008,i_4693,1.0,kept freezing up on me,1421510997000
u_0008,i_3621,1.0,kept freezing up on me even after reloading game.,1421511078000
u_0008,i_4878,5.0,There is a lot of variety of games once you achieve the correct levels. I do find it hard to build a high balance of credits as getting into the bonus rounds isn't that easy.,1431965226000
u_0008,i_4437,5.0,"The variety and wide range of choices you are given, not to mention the amazing colors on each picture makes this a very relaxing app to choose.<br />If you enjoy doing jigsaw puzzles then this will be a great choice for you.",1436318987000
u_0008,i_3126,5.0,The graphics are amazing.  The games I've played so far are fantastic. Keep it up is all I can say.,1451667147000
u_0008,i_5588,5.0,So far it's been a lot of fun playing the slot game I have tried so far.  I just got the game and look forward to playing other slots.,1458514725000
u_0008,i_5465,5.0,"Graphics are great and the game is fun to play, but addictive. Once you start it is hard to stop.",1458965921000
u_0008,i_5196,5.0,I have just downloaded this game but so far I am having  a lot of fun with it.  Look forward to seeing what else it brings.,1460405725000
u_0008,i_5257,5.0,Find it very easy-to-use and fun to play.,1473599684000
u_0008,i_5982,4.0,"I enjoy the games but don't understand how some of the extra things work, which gets frustrating. Bonus rounds don't get you much.",1483499817000
u_0008,i_6001,5.0,I am really enjoying this game so far. It seems to move rather quickly through the levels.,1489212536000
u_0008,i_6537,3.0,"I love the games and the graphics but I don't like the constant interruption of the ads right in the middle of a game. I also don't like the fact that I have to pay to stop the ads from popping up, after changing in the settings that I didn't want the ads. I understand that is how you make your money but I would like to have the choice.",1496360111000
u_0008,i_6269,5.0,"I love the  variety of challenges, the different levels of difficulty and the colorful graphics. The Wizard Of Oz was always my favorite movie growing up as a kid. The tossing in of the movie trivia is a bonus!!!",1527946703476
u_0008,i_6872,5.0,I like the variety of layouts and the challenges.  Sometimes I get frustrated with the short times puzzles.,1532190661622
u_0008,i_7836,5.0,"Love the graphics and the variety of challenges. Some of the hard challenges can be quite frustrating, but I guess that is part of the fun of the game. Collecting characters along the way is also a lot of fun!",1540260591859
u_0008,i_6584,4.0,"I have just started playing this game and I am still trying to figure it out,  but I did get into the bonus and that was funny to play.",1564942855614
u_0008,i_7920,5.0,"I find the graphics are amazing, the variety of games within the game keep it entertaining. Would highly recommend this game.",1572665095059
u_0008,i_8222,5.0,"Graphics are fantastic! Variety is  good bonus rounds are fun. My only complaint would be I am on level 246  and no new games have been offered, so I am playing  the same games over and over.",1615305561630
u_0008,i_8501,5.0,For older adults it keeps your mind sharp and helps with focus.,1626730732603
u_0008,i_8643,5.0,I like the variety of puzzles to solve and the various tasks that Mary has to complete.,1664157945521
u_0008,i_3339,5.0,I find this game fun and challenging at the same time. The graphics are amazing!,1667348298164
u_0008,i_7982,5.0,"Just started playing but having a blast already. I love the graphics, and the variety of games to play.",1669476188865
u_0008,i_3380,5.0,I really like the variety of puzzles and boards you can choose from.,1672979303384
u_0009,i_2013,5.0,This game is pretty fun . What you do is you pick your character.Then you press the play button.Then you use your finger to go left or right.Well that's all.Hope you get this game.,1368325978000
u_0009,i_0957,3.0,This game is ok.What you do is choose what kind of puzzle you what. Than you make it.Well that is all.Hope you get this game.,1368326664000
u_0009,i_2069,3.0,This game is ok.What you do is you press the play button.Then you pick what kind of tortillas you want.Then you pick what kind of meat you want.Then you pick what kind of cheese you want.Then you pick what kind of vegetables you want.Then you pick what kind of beans you want.Then you pick what kind of drinks you want.Then you roll it.Then you tap to eat.Well that's all. Hope you get this game.,1368364961000
u_0009,i_0806,4.0,This game is pretty fun.What you do is pick what kind of song you want.Then you pick what kind of instrument sound you want it to make. Then it will teach you how to play it.Well that is all. Hope you get this game.,1368369023000
u_0009,i_2294,5.0,This game is really fun.What you do is pick a level.Then use the left arrow to go left or use the right arrow to go right and try to get as many pizzas as you can.Well that's all.Hope you get this game.,1368473258000
u_0009,i_1277,3.0,This game is ok.What you do is pick a pet.Put it wherever you want.And if you see a coin sine touch it so you can get a pet.And if you see a feed sine touch it so you can feed  the pet.Well that is all.Hope you get this game.,1368474658000
u_0009,i_0635,5.0,This is a great game.What you do is pick a level.Then try to cut as many fruit as you can.Well that's all.Hope you get this game.,1368832926000
u_0009,i_2946,5.0,This is an AWESOME game! What you do is swap left to go left and swap right to go right and swap backwards to do a frontline and swap forward to jump. Try to get as many bananas as you can.,1373390681000
u_0009,i_3050,5.0,This is a great game for kids. I really enjoy it. All you do is answer some questions to earn states. And when you earn a certian amount of states you can unlock a miny game.,1392582484000
u_0009,i_3010,5.0,This game is a great game. You can design your own foot. Hope you get this game. Kids will love this game.,1392582991000
u_0009,i_3378,4.0,I like that this game has lots of fun things to do in each food that you make. What I don't like is that adds and apps have been piping out of nowhere. But I would get this app.,1397660661000
u_0009,i_3983,4.0,"This game is awesome!!! It is not like the movie, but it is fun. It is kind of like Candy Crush Saga. If you get this app, I hope you enjoy it.",1403873057000
u_0009,i_2823,4.0,This game is ok but it is not my favorite. I don't know if I should keep it or not.,1404056744000
u_0010,i_6380,2.0,It's a game that makes you restart at level one (1) all time no matter how high a level you quit on. Not recommended.,1492613898000
u_0010,i_5877,5.0,"Love it, recommend it. Positive and correct messages for the client and yourself.",1492614025000
u_0010,i_5419,5.0,"Love it, recommend it. Positive and correct messages for the client and yourself.",1492614037000
u_0010,i_4910,5.0,"Love it, recommend it. Positive and correct messages for the client and yourself.",1492614049000
u_0010,i_4956,5.0,"Fun game which keeps you  playing with the continue button, there is no pause button. Still recommend.",1492614252000
u_0010,i_6489,3.0,"wan't as fun as description, but its okay.",1492614482000
u_0010,i_6965,3.0,"SLOW, AND NOT VERY ENTERTAINING. I PREFERRED  THE 2016 GAME.",1496543634000
u_0010,i_3355,5.0,"It has a Zen play like Bejeweled 3, great on your kindle 7 or HD 8.",1499708098101
u_0010,i_4827,4.0,Good. Needs more work on graphics.,1508595702043
u_0010,i_7157,4.0,"Game is fun, but levels are difficult to pass and takes too much in-app purchasing to finish levels. This isn't fun for those without alot of money. So frustrating when you can't pass a level.",1516755313864
u_0011,i_5215,5.0,"Not very good, deleted it.",1440871468000
u_0011,i_1782,3.0,"They restrict the options on how to aquire stuff,have to join.",1468318818000
u_0011,i_2566,5.0,Very nice calculator. 😀😀😀😀😀😀,1485654963000
u_0011,i_0311,5.0,"If your are to buy thru eBay,is is really helpful to have.",1485656546000
u_0011,i_2489,2.0,"A little odd to figure out, NO",1486925227000
u_0011,i_4579,5.0,Very helpful if you buy a lot using paypal.,1486926213000
u_0011,i_1954,2.0,"So so,to consider",1486926266000
u_0011,i_3221,1.0,"Yuck, do not get you'll regret.",1491188446000
u_0011,i_2188,1.0,Not best app. For kindle/google with out a split screen on your email page. VERY NOT GOOD.,1491189081000
u_0011,i_1653,4.0,"Helps get rid of everyday usage files that takes up space, is pretty good idea.",1499657265848
u_0011,i_0426,5.0,"Works fairly well,try for yourself",1507326094714
u_0011,i_7198,3.0,"Using other volume enhancers together,minimal benefit. Not worth acquiring unless you have other to really help.",1572912093714
u_0011,i_3944,3.0,Unsure if can watch movies that are near impossible to find anywhere. They are suppose to have a great inventory. Do not think I can get the two i want. What I want is not that old.,1574308873443
u_0011,i_0160,3.0,"I was hoping to watch two hard to aquire movies,instead get vague info.",1574309054113
u_0011,i_3082,5.0,Very handy to watch when you want when can not watch on tv.,1579381636155
u_0011,i_5901,3.0,"With average intelligence,this not very forth coming on ability to get anything done.  It says free until you get so far,then it wants $$$$ lots of $$$$$.",1583964667413
u_0012,i_0609,5.0,love the sounds the white sounds put me to sleep before turned off. the timer was set for 14 mins. and I was out like a light. love lo e it.,1339862977000
u_0012,i_1825,5.0,sometimes my signal would only have the small dot on bottom on my kindle it shot it up to full bars. Very Happy Camper. :-),1357543714000
u_0012,i_1280,5.0,I am enjoying the shows on the CW sense I don't have cable or dish I use my computer and my kindle to watch all my shows. I could not be happier not paying a big bill every month!! it only makes sense (cents) to save where you can these days. I Love It....,1359009111000
u_0012,i_2331,4.0,Love the camera it offers up a nice clear picture. It is a bit difficult to try and view the picture before you take it at first but once I got used it I use it all the time. I say yes try it the price is right . I think you will enjoy taking pictures out doors or in a well lit space.,1361564715000
u_0012,i_1627,5.0,"I own several sleep apps this one is by far the best one out there . You mix and match the sounds that you can relax, meditate ,or fall into a nice peaceful sleep. My favorite signed for myself is the whales taking and singing,then I put thunderstorms,night,frog,.this is my perfect go to slope sound. Get this app and find your perfect sound blend. App comes with a timer and a couple of other extras .This is the perfect app. Thank you app makers all the best sleep to those who buy this it is so worthy .99 cents",1368610645000
u_0012,i_2391,5.0,This is a fun bingo game like the little extras!!<br />If your a bingo player you will really enjoy this one have fun :),1368981420000
u_0012,i_2706,5.0,Love Epic Pixels Apps this is the second one I have from this company. The guess the picture is one of my favorites .I like games that keep the mind working. Guess the picture in the least amount of tries challenge yourself and see what you think.....,1376093965000
u_0012,i_3078,5.0,"I have many bingo games and I think this is my favorite of all that I have played. You get extra rewards when you like them on facebook, get ten crates and many more. Come check it out and have some fun. Good Luck to All.",1376357309000
u_0012,i_3441,5.0,"It's not just another word game, this is true :-) I Love Words With Friends, But this is my new fabulous word game I play with my friends...try it play it with your friends, random players ( and make a new word friend ) get a group of people from work to start a game, have some fun life is short, play on my friends",1384839030000
u_0012,i_0529,5.0,I have only been playing it for a short time but I love it. When you have to pas the time waiting for someone at the Dr.'s or wherever it must at be bring along your kindle the time passes by so fast that you want to make them wait for you until you finish your game .,1398408415000
u_0012,i_3339,5.0,I have been playing this game for as long as it has been available on kindle. Every level gets a bit harder and keeps me coming back for more. I always want to get to the next level it's very addictive. I have a wonderful time seeing my friends on train map as we all get further along. Giving extra moves and turns at play is also fun with friends that I have on Facebook from all over the world. Have fun and enjoy this exciting game and try and beat your friends score at every level.,1414300481000
u_0013,i_2505,5.0,"This app was recommended for children, but I think anyone can have fun with it. Just doodle away, tap the screen, use your imagination! There's always new patterns to use. And it's easy to figure out. You can even save your creations and look at them later. Give it a look, you can't go wrong with a free app! Works great on Kindle Fire HD.",1367451400000
u_0013,i_0924,1.0,"Couldn't really get it work well on a Kindle Fire HD. Not very functional. Plus I heard it was unsafe, too. What's the point of being able to access files if hackers could possibly access them too?",1372629302000
u_0013,i_0217,3.0,"It will check your files on your Kindle Fire HD, but if you have a cord for your computer, that will work the same way. And, you can't access your files like you can with the cord, so it really makes it worthless. Your computer has to be on for this app to work, as it needs to connect to it.",1372629753000
u_0013,i_2912,5.0,"I got this book on a special deal for 99 cents, but it's well worth the actual price. The story is narrated by the original Linus from the 1960's specials, Stephen Shea. There's lots to do here, it's like having a virtual pop-up book to play with! The characters all speak, with the original voice actors! You can even tap the characters while you're reading for a bit of fun, too. They all do different things and make different sounds. Play around with each one to see what they do. I recommend this title for anyone of all ages. You'll want to read it a few times!",1373426033000
